Sample,Dog_ID,Unique_Reads,Duplicate_Reads,Total_reads
1AdC-16S_F,CH001,6780.0,16520.0,23300.0
1AdC-16S_R,CH001,7656.0,15644.0,23300.0
1AdS-16S_F,CH001,3394.0,7479.0,10873.0
1AdS-16S_R,CH001,4079.0,6794.0,10873.0
1D14C-16S_F,CH001,11724.0,55500.0,67224.0
1D14C-16S_R,CH001,13740.0,53484.0,67224.0
1D14S-16S_F,CH001,8226.0,30817.0,39043.0
1D14S-16S_R,CH001,8800.0,30243.0,39043.0
1D1C-16S_F,CH001,8535.0,35725.0,44260.0
1D1C-16S_R,CH001,9682.0,34578.0,44260.0
1D1S-16S_F,CH001,6184.0,30260.0,36444.0
1D1S-16S_R,CH001,8211.0,28233.0,36444.0
1D21C-16S_F,CH001,4464.0,32038.0,36502.0
1D21C-16S_R,CH001,6189.0,30313.0,36502.0
1D21S-16S_F,CH001,6164.0,47459.0,53623.0
1D21S-16S_R,CH001,8653.0,44970.0,53623.0
1D28C-16S_F,CH001,9780.0,56182.0,65962.0
1D28C-16S_R,CH001,11804.0,54158.0,65962.0
1D28S-16S_F,CH001,9711.0,59088.0,68799.0
1D28S-16S_R,CH001,12647.0,56152.0,68799.0
1D35C-16S_F,CH001,10019.0,46294.0,56313.0
1D35C-16S_R,CH001,11296.0,45017.0,56313.0
1D35S-16S_F,CH001,9733.0,38610.0,48343.0
1D35S-16S_R,CH001,11313.0,37030.0,48343.0
1D3C-16S_F,CH001,8477.0,38458.0,46935.0
1D3C-16S_R,CH001,10235.0,36700.0,46935.0
1D3S-16S_F,CH001,9403.0,44879.0,54282.0
1D3S-16S_R,CH001,10221.0,44061.0,54282.0
1D42C-16S_F,CH001,12327.0,64608.0,76935.0
1D42C-16S_R,CH001,16429.0,60506.0,76935.0
1D42S-16S_F,CH001,11159.0,47644.0,58803.0
1D42S-16S_R,CH001,13945.0,44858.0,58803.0
1D7C-16S_F,CH001,4754.0,15722.0,20476.0
1D7C-16S_R,CH001,5757.0,14719.0,20476.0
1D7S-16S_F,CH001,5141.0,17046.0,22187.0
1D7S-16S_R,CH001,6233.0,15954.0,22187.0
1PostC-16S_F,CH001,8457.0,35601.0,44058.0
1PostC-16S_R,CH001,9813.0,34245.0,44058.0
1PostS-16S_F,CH001,8415.0,32231.0,40646.0
1PostS-16S_R,CH001,9191.0,31455.0,40646.0
1PreC-16S_F,CH001,7924.0,35356.0,43280.0
1PreC-16S_R,CH001,9504.0,33776.0,43280.0
1PreS-16S_F,CH001,6200.0,29770.0,35970.0
1PreS-16S_R,CH001,8270.0,27700.0,35970.0
3AdC-16S_F,CH003,9396.0,37798.0,47194.0
3AdC-16S_R,CH003,17844.0,29350.0,47194.0
3AdS-16S_F,CH003,2607.0,9939.0,12546.0
3AdS-16S_R,CH003,3148.0,9398.0,12546.0
3D14C-16S_F,CH003,8124.0,35490.0,43614.0
3D14C-16S_R,CH003,10591.0,33023.0,43614.0
3D14S-16S_F,CH003,2773.0,7334.0,10107.0
3D14S-16S_R,CH003,3426.0,6681.0,10107.0
3D1C-16S_F,CH003,5837.0,48838.0,54675.0
3D1C-16S_R,CH003,9484.0,45191.0,54675.0
3D1S-16S_F,CH003,3900.0,13265.0,17165.0
3D1S-16S_R,CH003,5488.0,11677.0,17165.0
3D21C-16S_F,CH003,3340.0,17134.0,20474.0
3D21C-16S_R,CH003,4666.0,15808.0,20474.0
3D21S-16S_F,CH003,1192.0,3179.0,4371.0
3D21S-16S_R,CH003,1575.0,2796.0,4371.0
3D28C-16S_F,CH003,3543.0,23223.0,26766.0
3D28C-16S_R,CH003,5160.0,21606.0,26766.0
3D28S-16S_F,CH003,9468.0,53502.0,62970.0
3D28S-16S_R,CH003,12432.0,50538.0,62970.0
3D35C-16S_F,CH003,6296.0,35301.0,41597.0
3D35C-16S_R,CH003,9140.0,32457.0,41597.0
3D35S-16S_F,CH003,4138.0,22451.0,26589.0
3D35S-16S_R,CH003,5688.0,20901.0,26589.0
3D3C-16S_F,CH003,9008.0,52478.0,61486.0
3D3C-16S_R,CH003,15148.0,46338.0,61486.0
3D3S-16S_F,CH003,10822.0,56876.0,67698.0
3D3S-16S_R,CH003,14034.0,53664.0,67698.0
3D42C-16S_F,CH003,6498.0,37061.0,43559.0
3D42C-16S_R,CH003,9401.0,34158.0,43559.0
3D42S-16S_F,CH003,5889.0,23675.0,29564.0
3D42S-16S_R,CH003,7483.0,22081.0,29564.0
3D7C-16S_F,CH003,667.0,1624.0,2291.0
3D7C-16S_R,CH003,849.0,1442.0,2291.0
3D7S-16S_F,CH003,761.0,857.0,1618.0
3D7S-16S_R,CH003,872.0,746.0,1618.0
3PostC-16S_F,CH003,9738.0,43519.0,53257.0
3PostC-16S_R,CH003,13850.0,39407.0,53257.0
3PostS-16S_F,CH003,580.0,88.0,668.0
3PostS-16S_R,CH003,642.0,26.0,668.0
3PreC-16S_F,CH003,11873.0,41648.0,53521.0
3PreC-16S_R,CH003,18124.0,35397.0,53521.0
3PreS-16S_F,CH003,6751.0,32530.0,39281.0
3PreS-16S_R,CH003,9361.0,29920.0,39281.0
5AdC-16S_F,CH005,14927.0,59741.0,74668.0
5AdC-16S_R,CH005,17704.0,56964.0,74668.0
5AdS-16S_F,CH005,4198.0,7480.0,11678.0
5AdS-16S_R,CH005,4722.0,6956.0,11678.0
5D14C-16S_F,CH005,10202.0,49797.0,59999.0
5D14C-16S_R,CH005,12739.0,47260.0,59999.0
5D14S-16S_F,CH005,8185.0,35374.0,43559.0
5D14S-16S_R,CH005,10413.0,33146.0,43559.0
5D1C-16S_F,CH005,12981.0,54666.0,67647.0
5D1C-16S_R,CH005,15422.0,52225.0,67647.0
5D1S-16S_F,CH005,11270.0,47440.0,58710.0
5D1S-16S_R,CH005,15390.0,43320.0,58710.0
5D21C-16S_F,CH005,10235.0,34580.0,44815.0
5D21C-16S_R,CH005,11909.0,32906.0,44815.0
5D21S-16S_F,CH005,13770.0,65056.0,78826.0
5D21S-16S_R,CH005,16594.0,62232.0,78826.0
5D28C-16S_F,CH005,9551.0,36466.0,46017.0
5D28C-16S_R,CH005,11143.0,34874.0,46017.0
5D28S-16S_F,CH005,12619.0,56721.0,69340.0
5D28S-16S_R,CH005,17157.0,52183.0,69340.0
5D35C-16S_F,CH005,12229.0,54727.0,66956.0
5D35C-16S_R,CH005,16284.0,50672.0,66956.0
5D35S-16S_F,CH005,12787.0,62674.0,75461.0
5D35S-16S_R,CH005,16983.0,58478.0,75461.0
5D3C-16S_F,CH005,10786.0,44653.0,55439.0
5D3C-16S_R,CH005,13228.0,42211.0,55439.0
5D3S-16S_F,CH005,9723.0,49203.0,58926.0
5D3S-16S_R,CH005,12632.0,46294.0,58926.0
5D42C-16S_F,CH005,12173.0,64163.0,76336.0
5D42C-16S_R,CH005,15085.0,61251.0,76336.0
5D42S-16S_F,CH005,11717.0,43994.0,55711.0
5D42S-16S_R,CH005,14877.0,40834.0,55711.0
5D7C-16S_F,CH005,11693.0,41953.0,53646.0
5D7C-16S_R,CH005,13623.0,40023.0,53646.0
5D7S-16S_F,CH005,11705.0,45029.0,56734.0
5D7S-16S_R,CH005,14053.0,42681.0,56734.0
5PostC-16S_F,CH005,8979.0,47332.0,56311.0
5PostC-16S_R,CH005,10934.0,45377.0,56311.0
5PostS-16S_F,CH005,9729.0,56986.0,66715.0
5PostS-16S_R,CH005,12402.0,54313.0,66715.0
5PreC-16S_F,CH005,9324.0,47979.0,57303.0
5PreC-16S_R,CH005,12213.0,45090.0,57303.0
5PreS-16S_F,CH005,12079.0,75100.0,87179.0
5PreS-16S_R,CH005,15352.0,71827.0,87179.0
6AdC-16S_F,CH006,13151.0,68805.0,81956.0
6AdC-16S_R,CH006,17527.0,64429.0,81956.0
6AdS-16S_F,CH006,12552.0,60126.0,72678.0
6AdS-16S_R,CH006,16517.0,56161.0,72678.0
6D14C-16S_F,CH006,16331.0,94230.0,110561.0
6D14C-16S_R,CH006,21196.0,89365.0,110561.0
6D14S-16S_F,CH006,14319.0,65089.0,79408.0
6D14S-16S_R,CH006,17350.0,62058.0,79408.0
6D1C-16S_F,CH006,4556.0,8601.0,13157.0
6D1C-16S_R,CH006,6579.0,6578.0,13157.0
6D1S-16S_F,CH006,15062.0,63485.0,78547.0
6D1S-16S_R,CH006,17742.0,60805.0,78547.0
6D21C-16S_F,CH006,11074.0,71646.0,82720.0
6D21C-16S_R,CH006,14380.0,68340.0,82720.0
6D21S-16S_F,CH006,12693.0,107933.0,120626.0
6D21S-16S_R,CH006,19228.0,101398.0,120626.0
6D28C-16S_F,CH006,14294.0,71504.0,85798.0
6D28C-16S_R,CH006,16513.0,69285.0,85798.0
6D28S-16S_F,CH006,10443.0,47201.0,57644.0
6D28S-16S_R,CH006,11144.0,46500.0,57644.0
6D35C-16S_F,CH006,11529.0,68212.0,79741.0
6D35C-16S_R,CH006,13339.0,66402.0,79741.0
6D35S-16S_F,CH006,6650.0,54112.0,60762.0
6D35S-16S_R,CH006,9563.0,51199.0,60762.0
6D3C-16S_F,CH006,8484.0,24299.0,32783.0
6D3C-16S_R,CH006,9504.0,23279.0,32783.0
6D3S-16S_F,CH006,13030.0,53074.0,66104.0
6D3S-16S_R,CH006,18180.0,47924.0,66104.0
6D42C-16S_F,CH006,12051.0,66485.0,78536.0
6D42C-16S_R,CH006,13513.0,65023.0,78536.0
6D42S-16S_F,CH006,13206.0,87011.0,100217.0
6D42S-16S_R,CH006,15605.0,84612.0,100217.0
6D7C-16S_F,CH006,12065.0,51306.0,63371.0
6D7C-16S_R,CH006,14639.0,48732.0,63371.0
6D7S-16S_F,CH006,11014.0,42706.0,53720.0
6D7S-16S_R,CH006,13051.0,40669.0,53720.0
6PostC-16S_F,CH006,11872.0,49432.0,61304.0
6PostC-16S_R,CH006,14162.0,47142.0,61304.0
6PostS-16S_F,CH006,14576.0,73845.0,88421.0
6PostS-16S_R,CH006,16665.0,71756.0,88421.0
6PreC-16S_F,CH006,16823.0,78779.0,95602.0
6PreC-16S_R,CH006,20886.0,74716.0,95602.0
6PreS-16S_F,CH006,14529.0,75073.0,89602.0
6PreS-16S_R,CH006,18622.0,70980.0,89602.0
8AdC-16S_F,CH008,14161.0,60309.0,74470.0
8AdC-16S_R,CH008,16639.0,57831.0,74470.0
8AdS-16S_F,CH008,11102.0,41548.0,52650.0
8AdS-16S_R,CH008,11685.0,40965.0,52650.0
8D14C-16S_F,CH008,15003.0,71720.0,86723.0
8D14C-16S_R,CH008,18905.0,67818.0,86723.0
8D14S-16S_F,CH008,16232.0,88553.0,104785.0
8D14S-16S_R,CH008,21358.0,83427.0,104785.0
8D1C-16S_F,CH008,9457.0,51313.0,60770.0
8D1C-16S_R,CH008,12032.0,48738.0,60770.0
8D1S-16S_F,CH008,9699.0,48801.0,58500.0
8D1S-16S_R,CH008,10889.0,47611.0,58500.0
8D21C-16S_F,CH008,11335.0,45045.0,56380.0
8D21C-16S_R,CH008,13446.0,42934.0,56380.0
8D21S-16S_F,CH008,12091.0,57517.0,69608.0
8D21S-16S_R,CH008,14510.0,55098.0,69608.0
8D28C-16S_F,CH008,10752.0,49812.0,60564.0
8D28C-16S_R,CH008,14054.0,46510.0,60564.0
8D28S-16S_F,CH008,11251.0,60155.0,71406.0
8D28S-16S_R,CH008,15063.0,56343.0,71406.0
8D35C-16S_F,CH008,11754.0,61899.0,73653.0
8D35C-16S_R,CH008,16200.0,57453.0,73653.0
8D35S-16S_F,CH008,11193.0,64627.0,75820.0
8D35S-16S_R,CH008,15032.0,60788.0,75820.0
8D3C-16S_F,CH008,8554.0,39657.0,48211.0
8D3C-16S_R,CH008,10269.0,37942.0,48211.0
8D3S-16S_F,CH008,11520.0,69999.0,81519.0
8D3S-16S_R,CH008,15125.0,66394.0,81519.0
8D42C-16S_F,CH008,175.0,80.0,255.0
8D42C-16S_R,CH008,241.0,14.0,255.0
8D42S-16S_F,CH008,10044.0,54698.0,64742.0
8D42S-16S_R,CH008,13766.0,50976.0,64742.0
8D7C-16S_F,CH008,12100.0,56242.0,68342.0
8D7C-16S_R,CH008,15360.0,52982.0,68342.0
8D7S-16S_F,CH008,11616.0,53932.0,65548.0
8D7S-16S_R,CH008,14968.0,50580.0,65548.0
8PostC-16S_F,CH008,7425.0,23477.0,30902.0
8PostC-16S_R,CH008,8128.0,22774.0,30902.0
8PostS-16S_F,CH008,11501.0,70117.0,81618.0
8PostS-16S_R,CH008,13073.0,68545.0,81618.0
8PreC-16S_F,CH008,16884.0,110773.0,127657.0
8PreC-16S_R,CH008,20176.0,107481.0,127657.0
8PreS-16S_F,CH008,11982.0,43360.0,55342.0
8PreS-16S_R,CH008,12512.0,42830.0,55342.0
CH009-Ad-C-16S_F,CH009,8431.0,34351.0,42782.0
CH009-Ad-C-16S_R,CH009,9241.0,33541.0,42782.0
CH009-Ad-S-16S_F,CH009,9036.0,41533.0,50569.0
CH009-Ad-S-16S_R,CH009,11061.0,39508.0,50569.0
CH009-D0-Post-C-16S_F,CH009,8803.0,38258.0,47061.0
CH009-D0-Post-C-16S_R,CH009,9535.0,37526.0,47061.0
CH009-D0-Post-S-16S_F,CH009,9523.0,41490.0,51013.0
CH009-D0-Post-S-16S_R,CH009,10544.0,40469.0,51013.0
CH009-D0-Pre-C-16S_F,CH009,7097.0,37904.0,45001.0
CH009-D0-Pre-C-16S_R,CH009,7984.0,37017.0,45001.0
CH009-D0-Pre-S-16S_F,CH009,9465.0,46938.0,56403.0
CH009-D0-Pre-S-16S_R,CH009,11955.0,44448.0,56403.0
CH009-D1-C-16S_F,CH009,10314.0,52552.0,62866.0
CH009-D1-C-16S_R,CH009,12184.0,50682.0,62866.0
CH009-D1-S-16S_F,CH009,8031.0,43951.0,51982.0
CH009-D1-S-16S_R,CH009,9263.0,42719.0,51982.0
CH009-D14-C-16S_F,CH009,11905.0,72026.0,83931.0
CH009-D14-C-16S_R,CH009,13852.0,70079.0,83931.0
CH009-D14-S-16S_F,CH009,6124.0,51284.0,57408.0
CH009-D14-S-16S_R,CH009,9152.0,48256.0,57408.0
CH009-D21-C-16S_F,CH009,9409.0,71693.0,81102.0
CH009-D21-C-16S_R,CH009,13265.0,67837.0,81102.0
CH009-D21-S-16S_F,CH009,9340.0,52209.0,61549.0
CH009-D21-S-16S_R,CH009,11833.0,49716.0,61549.0
CH009-D28-C-16S_F,CH009,7756.0,69336.0,77092.0
CH009-D28-C-16S_R,CH009,10655.0,66437.0,77092.0
CH009-D28-S-16S_F,CH009,6068.0,64840.0,70908.0
CH009-D28-S-16S_R,CH009,8887.0,62021.0,70908.0
CH009-D3-C-16S_F,CH009,10155.0,51754.0,61909.0
CH009-D3-C-16S_R,CH009,12151.0,49758.0,61909.0
CH009-D3-S-16S_F,CH009,10539.0,51578.0,62117.0
CH009-D3-S-16S_R,CH009,13389.0,48728.0,62117.0
CH009-D35-C-16S_F,CH009,4890.0,21582.0,26472.0
CH009-D35-C-16S_R,CH009,5308.0,21164.0,26472.0
CH009-D35-S-16S_F,CH009,6129.0,79369.0,85498.0
CH009-D35-S-16S_R,CH009,10191.0,75307.0,85498.0
CH009-D42-C-16S_F,CH009,10884.0,84475.0,95359.0
CH009-D42-C-16S_R,CH009,14386.0,80973.0,95359.0
CH009-D42-S-16S_F,CH009,6583.0,87061.0,93644.0
CH009-D42-S-16S_R,CH009,10734.0,82910.0,93644.0
CH009-D7-C-16S_F,CH009,9057.0,62729.0,71786.0
CH009-D7-C-16S_R,CH009,11648.0,60138.0,71786.0
CH009-D7-S-16S_F,CH009,6415.0,24803.0,31218.0
CH009-D7-S-16S_R,CH009,7370.0,23848.0,31218.0
11AdAir-16S_F,CH011,8369.0,35658.0,44027.0
11AdAir-16S_R,CH011,10142.0,33885.0,44027.0
11AdC-16S_F,CH011,5947.0,29520.0,35467.0
11AdC-16S_R,CH011,7911.0,27556.0,35467.0
11AdS-16S_F,CH011,3209.0,11783.0,14992.0
11AdS-16S_R,CH011,3963.0,11029.0,14992.0
11D14C-16S_F,CH011,7489.0,32748.0,40237.0
11D14C-16S_R,CH011,10232.0,30005.0,40237.0
11D14S-16S_F,CH011,7365.0,33496.0,40861.0
11D14S-16S_R,CH011,9710.0,31151.0,40861.0
11D1C-16S_F,CH011,8244.0,36246.0,44490.0
11D1C-16S_R,CH011,11276.0,33214.0,44490.0
11D1S-16S_F,CH011,4297.0,15193.0,19490.0
11D1S-16S_R,CH011,5537.0,13953.0,19490.0
11D21Air-16S_F,CH011,13650.0,74206.0,87856.0
11D21Air-16S_R,CH011,20316.0,67540.0,87856.0
11D21C-16S_F,CH011,15324.0,105827.0,121151.0
11D21C-16S_R,CH011,24585.0,96566.0,121151.0
11D21S-16S_F,CH011,5167.0,26620.0,31787.0
11D21S-16S_R,CH011,7639.0,24148.0,31787.0
11D28C-16S_F,CH011,3805.0,17352.0,21157.0
11D28C-16S_R,CH011,5336.0,15821.0,21157.0
11D28S-16S_F,CH011,12452.0,89795.0,102247.0
11D28S-16S_R,CH011,19817.0,82430.0,102247.0
11D35C-16S_F,CH011,3266.0,12361.0,15627.0
11D35C-16S_R,CH011,4433.0,11194.0,15627.0
11D35S-16S_F,CH011,7355.0,53049.0,60404.0
11D35S-16S_R,CH011,11553.0,48851.0,60404.0
11D3C-16S_F,CH011,8573.0,41221.0,49794.0
11D3C-16S_R,CH011,11981.0,37813.0,49794.0
11D3S-16S_F,CH011,8374.0,35941.0,44315.0
11D3S-16S_R,CH011,10665.0,33650.0,44315.0
11D42C-16S_F,CH011,563.0,694.0,1257.0
11D42C-16S_R,CH011,680.0,577.0,1257.0
11D42S-16S_F,CH011,10090.0,58330.0,68420.0
11D42S-16S_R,CH011,15291.0,53129.0,68420.0
11D7C-16S_F,CH011,4734.0,23436.0,28170.0
11D7C-16S_R,CH011,6609.0,21561.0,28170.0
11D7S-16S_F,CH011,761.0,816.0,1577.0
11D7S-16S_R,CH011,867.0,710.0,1577.0
11PostC-16S_F,CH011,7126.0,26940.0,34066.0
11PostC-16S_R,CH011,9254.0,24812.0,34066.0
11PostS-16S_F,CH011,5205.0,18155.0,23360.0
11PostS-16S_R,CH011,6467.0,16893.0,23360.0
11PreC-16S_F,CH011,8020.0,63394.0,71414.0
11PreC-16S_R,CH011,11688.0,59726.0,71414.0
11PreChlor-16S_F,CH011,2721.0,13857.0,16578.0
11PreChlor-16S_R,CH011,3849.0,12729.0,16578.0
11PreS-16S_F,CH011,7248.0,38720.0,45968.0
11PreS-16S_R,CH011,9847.0,36121.0,45968.0
12AdC-16S_F,CH012,4616.0,85960.0,90576.0
12AdC-16S_R,CH012,8072.0,82504.0,90576.0
12AdS-16S_F,CH012,5488.0,50478.0,55966.0
12AdS-16S_R,CH012,8050.0,47916.0,55966.0
12D0Chlor-16S_F,CH012,7318.0,58175.0,65493.0
12D0Chlor-16S_R,CH012,10251.0,55242.0,65493.0
12D14C-16S_F,CH012,8163.0,38216.0,46379.0
12D14C-16S_R,CH012,10087.0,36292.0,46379.0
12D14S-16S_F,CH012,6746.0,67498.0,74244.0
12D14S-16S_R,CH012,9236.0,65008.0,74244.0
12D1C-16S_F,CH012,6822.0,80701.0,87523.0
12D1C-16S_R,CH012,9638.0,77885.0,87523.0
12D1S-16S_F,CH012,9030.0,31068.0,40098.0
12D1S-16S_R,CH012,10307.0,29791.0,40098.0
12D21Air-16S_F,CH012,9046.0,43250.0,52296.0
12D21Air-16S_R,CH012,8709.0,43587.0,52296.0
12D21C-16S_F,CH012,5984.0,87125.0,93109.0
12D21C-16S_R,CH012,9731.0,83378.0,93109.0
12D21S-16S_F,CH012,4419.0,28740.0,33159.0
12D21S-16S_R,CH012,5990.0,27169.0,33159.0
12D28C-16S_F,CH012,5936.0,70346.0,76282.0
12D28C-16S_R,CH012,8891.0,67391.0,76282.0
12D28S-16S_F,CH012,9178.0,68849.0,78027.0
12D28S-16S_R,CH012,10659.0,67368.0,78027.0
12D35C-16S_F,CH012,4617.0,103901.0,108518.0
12D35C-16S_R,CH012,8836.0,99682.0,108518.0
12D35S-16S_F,CH012,7892.0,65899.0,73791.0
12D35S-16S_R,CH012,11236.0,62555.0,73791.0
12D3C-16S_F,CH012,7806.0,57594.0,65400.0
12D3C-16S_R,CH012,10138.0,55262.0,65400.0
12D3S-16S_F,CH012,9799.0,57424.0,67223.0
12D3S-16S_R,CH012,11974.0,55249.0,67223.0
12D42C-16S_F,CH012,7936.0,87571.0,95507.0
12D42C-16S_R,CH012,12946.0,82561.0,95507.0
12D42S-16S_F,CH012,9761.0,49041.0,58802.0
12D42S-16S_R,CH012,11643.0,47159.0,58802.0
12D7C-16S_F,CH012,1809.0,1473.0,3282.0
12D7C-16S_R,CH012,1520.0,1762.0,3282.0
12D7S-16S_F,CH012,7456.0,77258.0,84714.0
12D7S-16S_R,CH012,8681.0,76033.0,84714.0
12PostC-16S_F,CH012,4186.0,45581.0,49767.0
12PostC-16S_R,CH012,6050.0,43717.0,49767.0
12PostS-16S_F,CH012,4248.0,28643.0,32891.0
12PostS-16S_R,CH012,4703.0,28188.0,32891.0
12PreC-16S_F,CH012,3187.0,71821.0,75008.0
12PreC-16S_R,CH012,6109.0,68899.0,75008.0
12PreS-16S_F,CH012,4084.0,70850.0,74934.0
12PreS-16S_R,CH012,7302.0,67632.0,74934.0
13AdAir-16S_F,CH013,18189.0,112130.0,130319.0
13AdAir-16S_R,CH013,25651.0,104668.0,130319.0
13AdC-16S_F,CH013,9672.0,49114.0,58786.0
13AdC-16S_R,CH013,13880.0,44906.0,58786.0
13AdS-16S_F,CH013,12446.0,63557.0,76003.0
13AdS-16S_R,CH013,16521.0,59482.0,76003.0
13D14C-16S_F,CH013,9699.0,49110.0,58809.0
13D14C-16S_R,CH013,13110.0,45699.0,58809.0
13D14S-16S_F,CH013,11121.0,50262.0,61383.0
13D14S-16S_R,CH013,14589.0,46794.0,61383.0
13D1C-16S_F,CH013,12337.0,68144.0,80481.0
13D1C-16S_R,CH013,17117.0,63364.0,80481.0
13D1S-16S_F,CH013,15376.0,81342.0,96718.0
13D1S-16S_R,CH013,21753.0,74965.0,96718.0
13D21Air-16S_F,CH013,20512.0,148669.0,169181.0
13D21Air-16S_R,CH013,31850.0,137331.0,169181.0
13D21C-16S_F,CH013,15562.0,94144.0,109706.0
13D21C-16S_R,CH013,21622.0,88084.0,109706.0
13D21S-16S_F,CH013,20855.0,142147.0,163002.0
13D21S-16S_R,CH013,31556.0,131446.0,163002.0
13D28C-16S_F,CH013,15674.0,101592.0,117266.0
13D28C-16S_R,CH013,23742.0,93524.0,117266.0
13D28S-16S_F,CH013,17121.0,115762.0,132883.0
13D28S-16S_R,CH013,25369.0,107514.0,132883.0
13D35C-16S_F,CH013,14001.0,79322.0,93323.0
13D35C-16S_R,CH013,20107.0,73216.0,93323.0
13D35S-16S_F,CH013,17500.0,116684.0,134184.0
13D35S-16S_R,CH013,26590.0,107594.0,134184.0
13D3C-16S_F,CH013,15920.0,120327.0,136247.0
13D3C-16S_R,CH013,25422.0,110825.0,136247.0
13D3S-16S_F,CH013,15261.0,93642.0,108903.0
13D3S-16S_R,CH013,23201.0,85702.0,108903.0
13D42C-16S_F,CH013,144.0,16.0,160.0
13D42C-16S_R,CH013,156.0,4.0,160.0
13D42S-16S_F,CH013,11201.0,100545.0,111746.0
13D42S-16S_R,CH013,18449.0,93297.0,111746.0
13D7C-16S_F,CH013,10599.0,55922.0,66521.0
13D7C-16S_R,CH013,14981.0,51540.0,66521.0
13D7S-16S_F,CH013,10967.0,56768.0,67735.0
13D7S-16S_R,CH013,14920.0,52815.0,67735.0
13PostC-16S_F,CH013,10524.0,57094.0,67618.0
13PostC-16S_R,CH013,17426.0,50192.0,67618.0
13PostS-16S_F,CH013,10853.0,49048.0,59901.0
13PostS-16S_R,CH013,13568.0,46333.0,59901.0
13PreC-16S_F,CH013,15866.0,92008.0,107874.0
13PreC-16S_R,CH013,21919.0,85955.0,107874.0
13PreChlor-16S_F,CH013,13125.0,74128.0,87253.0
13PreChlor-16S_R,CH013,18049.0,69204.0,87253.0
13PreS-16S_F,CH013,14707.0,89894.0,104601.0
13PreS-16S_R,CH013,20966.0,83635.0,104601.0
14AdAir-16S_F,CH014,6294.0,30827.0,37121.0
14AdAir-16S_R,CH014,8527.0,28594.0,37121.0
14AdC-16S_F,CH014,10773.0,61497.0,72270.0
14AdC-16S_R,CH014,14190.0,58080.0,72270.0
14AdS-16S_F,CH014,15576.0,118175.0,133751.0
14AdS-16S_R,CH014,24308.0,109443.0,133751.0
14D14C-16S_F,CH014,14310.0,100363.0,114673.0
14D14C-16S_R,CH014,19859.0,94814.0,114673.0
14D14S-16S_F,CH014,12034.0,98278.0,110312.0
14D14S-16S_R,CH014,17398.0,92914.0,110312.0
14D1C-16S_F,CH014,13662.0,84974.0,98636.0
14D1C-16S_R,CH014,18601.0,80035.0,98636.0
14D1S-16S_F,CH014,14855.0,100749.0,115604.0
14D1S-16S_R,CH014,21106.0,94498.0,115604.0
14D21Air-16S_F,CH014,15898.0,104112.0,120010.0
14D21Air-16S_R,CH014,24016.0,95994.0,120010.0
14D21C-16S_F,CH014,14562.0,95808.0,110370.0
14D21C-16S_R,CH014,20741.0,89629.0,110370.0
14D21S-16S_F,CH014,16462.0,112311.0,128773.0
14D21S-16S_R,CH014,24285.0,104488.0,128773.0
14D28C-16S_F,CH014,18607.0,115460.0,134067.0
14D28C-16S_R,CH014,27127.0,106940.0,134067.0
14D28S-16S_F,CH014,15718.0,126548.0,142266.0
14D28S-16S_R,CH014,24823.0,117443.0,142266.0
14D35C-16S_F,CH014,9522.0,46509.0,56031.0
14D35C-16S_R,CH014,12837.0,43194.0,56031.0
14D35S-16S_F,CH014,11312.0,68705.0,80017.0
14D35S-16S_R,CH014,16020.0,63997.0,80017.0
14D3C-16S_F,CH014,15774.0,120493.0,136267.0
14D3C-16S_R,CH014,23426.0,112841.0,136267.0
14D3S-16S_F,CH014,17237.0,118482.0,135719.0
14D3S-16S_R,CH014,25412.0,110307.0,135719.0
14D42C-16S_F,CH014,148.0,38.0,186.0
14D42C-16S_R,CH014,174.0,12.0,186.0
14D42S-16S_F,CH014,13953.0,88490.0,102443.0
14D42S-16S_R,CH014,22941.0,79502.0,102443.0
14D7C-16S_F,CH014,15900.0,113628.0,129528.0
14D7C-16S_R,CH014,26739.0,102789.0,129528.0
14D7S-16S_F,CH014,15030.0,107976.0,123006.0
14D7S-16S_R,CH014,21513.0,101493.0,123006.0
14PostC-16S_F,CH014,12187.0,80862.0,93049.0
14PostC-16S_R,CH014,17571.0,75478.0,93049.0
14PostS-16S_F,CH014,12268.0,61328.0,73596.0
14PostS-16S_R,CH014,16676.0,56920.0,73596.0
14PreC-16S_F,CH014,7529.0,40941.0,48470.0
14PreC-16S_R,CH014,10571.0,37899.0,48470.0
14PreChlor-16S_F,CH014,12386.0,77425.0,89811.0
14PreChlor-16S_R,CH014,15203.0,74608.0,89811.0
14PreS-16S_F,CH014,17020.0,125383.0,142403.0
14PreS-16S_R,CH014,26895.0,115508.0,142403.0
16AdAir-16S_F,CH016,11982.0,51895.0,63877.0
16AdAir-16S_R,CH016,14757.0,49120.0,63877.0
16AdC-16S_F,CH016,8803.0,34981.0,43784.0
16AdC-16S_R,CH016,10448.0,33336.0,43784.0
16AdS-16S_F,CH016,13054.0,75337.0,88391.0
16AdS-16S_R,CH016,17334.0,71057.0,88391.0
16D14C-16S_F,CH016,11054.0,82241.0,93295.0
16D14C-16S_R,CH016,16586.0,76709.0,93295.0
16D14S-16S_F,CH016,11474.0,95163.0,106637.0
16D14S-16S_R,CH016,17012.0,89625.0,106637.0
16D1C-16S_F,CH016,14265.0,84058.0,98323.0
16D1C-16S_R,CH016,20506.0,77817.0,98323.0
